"Year","Month","Day","Latitude","Longitude","Measurement","Unit","Density.Range","Density.Class"
"2008","12","19",28.04,-140.48,0,"pieces/m3","0-0.0005","Very Low"
"2008","12","16",31.06,-143.46,0.00216,"pieces/m3","0.0005-0.005","Low"
"2012","02","23",19.62,-146.5,0.00216,"pieces/m3","0.0005-0.005","Low"
"2011","10","29",19.96,-146.64,0.00216,"pieces/m3","0.0005-0.005","Low"
"2004","11","04",20.35,-154.67,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","07",23.35,-144.31,0,"pieces/m3","0-0.0005","Very Low"
"2008","07","11",28.04,-140.48,0,"pieces/m3","0-0.0005","Very Low"
"2008","04","07",27.33,-142.18,0.003324,"pieces/m3","0.0005-0.005","Low"
"2008","11","10",16.36,-159.94,0.016196,"pieces/m3","0.005-1","Medium"
"2009","03","08",17.55,-158.31,0.011996,"pieces/m3","0.005-1","Medium"
"2012","01","12",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2011","05","09",32.84,-147.81,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","17",22.11,-141.71,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","03",23.35,-144.31,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","06",33.1,-149.63,0.00216,"pieces/m3","0.0005-0.005","Low"
"2005","05","12",33.47,-151.63,0.00864,"pieces/m3","0.005-1","Medium"
"2008","06","01",16.36,-159.94,0.016196,"pieces/m3","0.005-1","Medium"
"2008","10","29",19.51,-144.23,0,"pieces/m3","0-0.0005","Very Low"
"2003","07","05",21.82,-157.55,0.001728,"pieces/m3","0.0005-0.005","Low"
"2011","06","06",22.76,-141.69,0,"pieces/m3","0-0.0005","Very Low"
"2009","10","18",31.72,-144.77,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","26",21.15,-142.77,0.08204,"pieces/m3","0.005-1","Medium"
"2006","12","21",28.41,-140.21,0,"pieces/m3","0-0.0005","Very Low"
"2009","08","19",33.09,-156.27,0.00266,"pieces/m3","0.0005-0.005","Low"
"2005","03","07",19.24,-156.55,0,"pieces/m3","0-0.0005","Very Low"
"2011","07","07",19.96,-146.64,0.00216,"pieces/m3","0.0005-0.005","Low"
"2006","08","22",20.6,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2009","12","06",20.57,-154.86,0.0108,"pieces/m3","0.005-1","Medium"
"2005","02","13",23.35,-144.31,0,"pieces/m3","0-0.0005","Very Low"
"2003","11","03",24.52,-148.47,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","28",26.05,-141.2,0.00216,"pieces/m3","0.0005-0.005","Low"
"2009","04","26",32.76,-150.21,0,"pieces/m3","0-0.0005","Very Low"
"2007","03","14",18.46,-157.58,0.0108,"pieces/m3","0.005-1","Medium"
"2003","10","27",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
"2008","07","07",31.06,-143.46,0.00216,"pieces/m3","0.0005-0.005","Low"
"1973","02","14",30.033,-144.983,0.006,"pieces/m3","0.005-1","Medium"
"2008","12","07",33.26,-156.98,0,"pieces/m3","0-0.0005","Very Low"
"2007","10","31",19.51,-144.23,0,"pieces/m3","0-0.0005","Very Low"
"2009","11","05",21.42,-142.07,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","20",21.15,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2009","06","21",24.5445,-146.4777,0.048206,"pieces/m3","0.005-1","Medium"
"2005","11","29",28.41,-140.21,0,"pieces/m3","0-0.0005","Very Low"
"2004","04","20",19.24,-156.55,0.032396,"pieces/m3","0.005-1","Medium"
"2009","03","04",20.57,-154.86,0.0108,"pieces/m3","0.005-1","Medium"
"1972","11","03",34.95,-139.017,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","22",24.37,-147.78,0.250764,"pieces/m3","0.005-1","Medium"
"2011","10","21",26.05,-141.2,0.00216,"pieces/m3","0.0005-0.005","Low"
"2006","12","07",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2010","08","06",32.76,-150.21,0,"pieces/m3","0-0.0005","Very Low"
"2011","08","17",32.35,-155.1,0,"pieces/m3","0-0.0005","Very Low"
"2005","05","16",33.08,-147.02,0,"pieces/m3","0-0.0005","Very Low"
"2005","08","23",16.88,-159.15,0,"pieces/m3","0-0.0005","Very Low"
"2007","11","10",18.9173,-155.7009,0.020904,"pieces/m3","0.005-1","Medium"
"2011","03","12",19.43,-145.47,0.00432,"pieces/m3","0.0005-0.005","Low"
"2009","09","09",25.6292,-158.9848,0.390079,"pieces/m3","0.005-1","Medium"
"2008","11","02",20.57,-154.86,0.0108,"pieces/m3","0.005-1","Medium"
"2004","10","18",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2007","07","20",32.37,-146.51,0,"pieces/m3","0-0.0005","Very Low"
"2004","08","17",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
"2007","07","16",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2002","04","16",16.03,-168.18,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","25",19.43,-145.47,0.00432,"pieces/m3","0.0005-0.005","Low"
"2010","10","22",21.42,-142.07,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","24",21.15,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2004","02","15",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2004","01","20",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
"2008","03","05",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2008","03","09",32.37,-146.51,0,"pieces/m3","0-0.0005","Very Low"
"2004","12","02",16.13,-162,0.00648,"pieces/m3","0.005-1","Medium"
"2009","11","09",19.43,-145.47,0.00432,"pieces/m3","0.0005-0.005","Low"
"2007","03","11",20.6,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2005","11","11",31.54,-143.82,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","12",24.73,-139.58,0,"pieces/m3","0-0.0005","Very Low"
"2008","12","10",33.56,-152.27,0,"pieces/m3","0-0.0005","Very Low"
"2011","04","23",33.1,-156.49,0,"pieces/m3","0-0.0005","Very Low"
"2003","12","07",15.25,-157.55,0.00432,"pieces/m3","0.0005-0.005","Low"
"2009","03","01",19.73,-146.63,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","27",20.14,-148.94,0,"pieces/m3","0-0.0005","Very Low"
"2006","05","11",31.54,-143.82,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","23",22.76,-141.69,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","24",25.69,-141.14,7.772284,"pieces/m3","1-10","High"
"2005","05","19",29.37,-139.91,0,"pieces/m3","0-0.0005","Very Low"
"2010","12","13",33.1,-156.49,0,"pieces/m3","0-0.0005","Very Low"
"2005","08","21",19.24,-156.55,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","27",19.62,-146.5,0.782908,"pieces/m3","0.005-1","Medium"
"2011","03","26",19.96,-146.64,0.00216,"pieces/m3","0.0005-0.005","Low"
"2003","02","12",20.49,-157.42,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","31",20.14,-148.94,0,"pieces/m3","0-0.0005","Very Low"
"2004","03","01",24.52,-148.47,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","21",23.65,-149.74,1.186904,"pieces/m3","1-10","High"
"2011","02","25",24.52,-148.47,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","19",25.28,-147,2.712124,"pieces/m3","1-10","High"
"2005","12","09",26.21,-144.53,0.060476,"pieces/m3","0.005-1","Medium"
"2003","11","10",26.05,-141.2,0,"pieces/m3","0-0.0005","Very Low"
"2011","08","08",33.1,-156.49,0,"pieces/m3","0-0.0005","Very Low"
"2009","07","05",16.28,-160.37,0,"pieces/m3","0-0.0005","Very Low"
"2010","12","21",32.76,-150.21,0,"pieces/m3","0-0.0005","Very Low"
"2007","10","19",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2012","06","23",26.21,-144.53,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","10",26.05,-141.2,0.00216,"pieces/m3","0.0005-0.005","Low"
"2003","10","25",29.98,-140,0,"pieces/m3","0-0.0005","Very Low"
"2007","11","30",18.46,-157.58,0.0108,"pieces/m3","0.005-1","Medium"
"2004","11","01",19.24,-143.41,0,"pieces/m3","0-0.0005","Very Low"
"2012","04","29",33.08,-147.02,0.017552,"pieces/m3","0.005-1","Medium"
"2008","03","13",31.06,-143.46,0.00216,"pieces/m3","0.0005-0.005","Low"
"2009","04","15",33.26,-156.98,0,"pieces/m3","0-0.0005","Very Low"
"2004","05","26",32.35,-155.1,0,"pieces/m3","0-0.0005","Very Low"
"2012","03","05",20.61,-155,0,"pieces/m3","0-0.0005","Very Low"
"2009","06","02",21.42,-142.07,0,"pieces/m3","0-0.0005","Very Low"
"2006","08","20",20.15,-147.77,0,"pieces/m3","0-0.0005","Very Low"
"2005","02","10",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2009","10","22",28.04,-140.48,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","31",18.46,-157.58,0.0108,"pieces/m3","0.005-1","Medium"
"2010","11","01",19.95,-156.16,0,"pieces/m3","0-0.0005","Very Low"
"2003","11","21",20.35,-154.67,0.00648,"pieces/m3","0.005-1","Medium"
"1972","10","07",27,-135,0.02,"pieces/m3","0.005-1","Medium"
"2007","07","12",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2004","12","18",32.35,-155.1,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","20",20.15,-147.77,0,"pieces/m3","0-0.0005","Very Low"
"2007","02","16",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2009","05","17",28.04,-140.48,0,"pieces/m3","0-0.0005","Very Low"
"2006","12","23",27.33,-142.18,0.003324,"pieces/m3","0.0005-0.005","Low"
"2012","10","11",33.47,-151.63,1.309736,"pieces/m3","1-10","High"
"2003","10","22",32.84,-147.81,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","06",31.72,-144.77,0,"pieces/m3","0-0.0005","Very Low"
"2007","10","29",19.8,-143.03,0,"pieces/m3","0-0.0005","Very Low"
"2012","06","05",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2009","11","02",25.35,-141.11,0,"pieces/m3","0-0.0005","Very Low"
"2009","12","15",19.95,-156.16,0,"pieces/m3","0-0.0005","Very Low"
"2007","12","07",15.94,-162.49,0,"pieces/m3","0-0.0005","Very Low"
"2012","07","02",19.62,-146.5,0.369644,"pieces/m3","0.005-1","Medium"
"2007","03","02",19.8,-143.03,0,"pieces/m3","0-0.0005","Very Low"
"2004","04","14",20.35,-154.67,0,"pieces/m3","0-0.0005","Very Low"
"2006","12","02",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","04",31.72,-144.77,0,"pieces/m3","0-0.0005","Very Low"
"2007","08","07",27.33,-142.18,0.003324,"pieces/m3","0.0005-0.005","Low"
"2004","07","18",33.1,-149.63,0.00216,"pieces/m3","0.0005-0.005","Low"
"2006","05","31",26.21,-144.53,0.060476,"pieces/m3","0.005-1","Medium"
"2004","03","30",26.05,-141.2,0.00648,"pieces/m3","0.005-1","Medium"
"2011","12","13",33.08,-147.02,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","28",20.6,-154.81,4.726408,"pieces/m3","1-10","High"
"2011","03","29",20.61,-155,0,"pieces/m3","0-0.0005","Very Low"
"2011","05","31",24.52,-148.47,0,"pieces/m3","0-0.0005","Very Low"
"2009","02","13",25.28,-147,2.712124,"pieces/m3","1-10","High"
"2005","12","05",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","22",25.35,-141.11,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","12",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","16",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","21",24.28,-143.99,0.00216,"pieces/m3","0.0005-0.005","Low"
"2002","04","03",16.14,-157.92,0,"pieces/m3","0-0.0005","Very Low"
"2005","02","27",19.24,-143.41,0,"pieces/m3","0-0.0005","Very Low"
"2003","12","21",32.35,-155.1,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","13",33.08,-147.02,3.226456,"pieces/m3","1-10","High"
"2011","11","01",20.61,-155,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","15",24.52,-148.47,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","12",26.21,-144.53,0.060476,"pieces/m3","0.005-1","Medium"
"2012","01","03",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2009","07","14",34.0515,-179.9942,4.433469,"pieces/m3","1-10","High"
"2008","01","30",32.5552,-169.6959,0.339035,"pieces/m3","0.005-1","Medium"
"2009","07","08",34.3877,-170.019,1.616302,"pieces/m3","1-10","High"
"2010","06","04",16.28,-160.37,0,"pieces/m3","0-0.0005","Very Low"
"2004","04","09",19.43,-145.47,0,"pieces/m3","0-0.0005","Very Low"
"2007","02","27",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2007","08","10",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2010","11","04",16.28,-160.37,0,"pieces/m3","0-0.0005","Very Low"
"2012","07","09",16.88,-159.15,0.029688,"pieces/m3","0.005-1","Medium"
"2003","11","18",19.43,-145.47,0.036716,"pieces/m3","0.005-1","Medium"
"2009","05","19",24.28,-143.99,0.00216,"pieces/m3","0.0005-0.005","Low"
"2011","10","14",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","11",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
"2011","05","24",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2011","05","14",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
"2011","04","03",16.28,-160.37,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","30",16.88,-159.15,5.661444,"pieces/m3","1-10","High"
"2005","07","14",22.76,-141.69,0,"pieces/m3","0-0.0005","Very Low"
"2011","11","04",16.88,-159.15,0,"pieces/m3","0-0.0005","Very Low"
"2005","02","25",22.76,-141.69,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","12",24.28,-143.99,0.00216,"pieces/m3","0.0005-0.005","Low"
"2008","05","12",25.28,-147,2.712124,"pieces/m3","1-10","High"
"2012","10","16",29.37,-139.91,0.19164,"pieces/m3","0.005-1","Medium"
"2012","03","31",16.88,-159.15,0,"pieces/m3","0-0.0005","Very Low"
"2009","07","12",34.5387,-176.3967,1.411702,"pieces/m3","1-10","High"
"2008","01","28",32.0113,-165.4,0.238339,"pieces/m3","0.005-1","Medium"
"2004","10","28",22.76,-141.69,0,"pieces/m3","0-0.0005","Very Low"
"2009","10","25",24.28,-143.99,0.00216,"pieces/m3","0.0005-0.005","Low"
"2007","02","21",26.21,-144.53,0.060476,"pieces/m3","0.005-1","Medium"
"2012","01","01",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
"2008","11","10",16.28,-160.37,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","30",18.46,-157.58,2.275144,"pieces/m3","1-10","High"
"2011","10","18",24.37,-147.78,0.892728,"pieces/m3","0.005-1","Medium"
"2007","02","21",26.14,-143.12,0,"pieces/m3","0-0.0005","Very Low"
"2005","05","12",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2010","07","24",32.35,-155.1,0,"pieces/m3","0-0.0005","Very Low"
"2003","11","17",19.24,-143.41,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","24",24.03,-138.44,0.56472,"pieces/m3","0.005-1","Medium"
"2008","10","25",21.42,-142.07,0,"pieces/m3","0-0.0005","Very Low"
"2006","12","17",31.06,-143.46,0.00216,"pieces/m3","0.0005-0.005","Low"
"2011","10","07",33.08,-147.02,0,"pieces/m3","0-0.0005","Very Low"
"2006","05","17",28.04,-140.48,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","01",27.33,-142.18,0.003324,"pieces/m3","0.0005-0.005","Low"
"2011","05","13",29.37,-139.91,0,"pieces/m3","0-0.0005","Very Low"
"2009","11","11",19.96,-146.64,0.00216,"pieces/m3","0.0005-0.005","Low"
"2008","05","25",19.43,-145.47,0.00432,"pieces/m3","0.0005-0.005","Low"
"2012","06","29",19.8,-143.03,0.029052,"pieces/m3","0.005-1","Medium"
"2005","03","04",20.6,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2003","10","31",23.35,-144.31,0.00432,"pieces/m3","0.0005-0.005","Low"
"2008","07","13",26.6,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2006","10","22",16.36,-159.94,0.016196,"pieces/m3","0.005-1","Medium"
"2012","07","11",15.94,-162.49,0.00388,"pieces/m3","0.0005-0.005","Low"
"2003","10","20",33.47,-151.63,0,"pieces/m3","0-0.0005","Very Low"
"2008","06","30",33.09,-156.27,0.00266,"pieces/m3","0.0005-0.005","Low"
"2009","04","28",32.84,-147.81,0,"pieces/m3","0-0.0005","Very Low"
"2004","08","04",31.54,-143.82,0,"pieces/m3","0-0.0005","Very Low"
"2011","03","02",24.73,-139.58,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","13",22.11,-141.71,0,"pieces/m3","0-0.0005","Very Low"
"2005","02","18",26.21,-144.53,0.060476,"pieces/m3","0.005-1","Medium"
"2011","06","04",25.69,-141.14,0,"pieces/m3","0-0.0005","Very Low"
"2011","03","31",19.24,-156.55,0,"pieces/m3","0-0.0005","Very Low"
"2003","07","10",30.31,-155.93,0.092452,"pieces/m3","0.005-1","Medium"
"2009","03","05",20.61,-155,0,"pieces/m3","0-0.0005","Very Low"
"2009","09","19",33.1848,-159.229,0.613721,"pieces/m3","0.005-1","Medium"
"2012","01","04",24.59,-143.47,0.041396,"pieces/m3","0.005-1","Medium"
"2004","10","24",26.21,-144.53,0.060476,"pieces/m3","0.005-1","Medium"
"2009","05","29",26.05,-141.2,0.00216,"pieces/m3","0.0005-0.005","Low"
"2012","04","25",33.02,-152.9,0,"pieces/m3","0-0.0005","Very Low"
"2008","03","02",33.09,-156.27,0.00266,"pieces/m3","0.0005-0.005","Low"
"2004","11","05",20.6,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2009","07","01",20.61,-155,0,"pieces/m3","0-0.0005","Very Low"
"2009","07","15",34.5053,-179.858,0.151503,"pieces/m3","0.005-1","Medium"
"2011","12","09",33.02,-152.9,0,"pieces/m3","0-0.0005","Very Low"
"2006","04","05",33.26,-156.98,0,"pieces/m3","0-0.0005","Very Low"
"2012","05","25",24.59,-143.47,0,"pieces/m3","0-0.0005","Very Low"
"2008","04","14",26.6,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2009","02","16",26.05,-141.2,0.00216,"pieces/m3","0.0005-0.005","Low"
"2005","07","17",19.51,-144.23,0,"pieces/m3","0-0.0005","Very Low"
"2002","04","22",26.22,-176.28,0.046088,"pieces/m3","0.005-1","Medium"
"2011","05","10",33.08,-147.02,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","18",21.42,-142.07,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","26",20.15,-147.77,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","04",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2008","12","16",29.98,-140,0,"pieces/m3","0-0.0005","Very Low"
"2008","06","02",16.28,-160.37,0,"pieces/m3","0-0.0005","Very Low"
"2007","11","24",19.0713,-155.4457,0.059654,"pieces/m3","0.005-1","Medium"
"2005","12","18",19.51,-144.23,0,"pieces/m3","0-0.0005","Very Low"
"2009","05","14",29.98,-140,0,"pieces/m3","0-0.0005","Very Low"
"2004","12","21",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","29",20.15,-147.77,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","08",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2011","06","01",24.37,-147.78,0.892728,"pieces/m3","0.005-1","Medium"
"2003","12","05",16.88,-159.15,0.136068,"pieces/m3","0.005-1","Medium"
"2008","11","04",19.95,-156.16,0,"pieces/m3","0-0.0005","Very Low"
"2006","08","22",20.57,-154.86,0.0108,"pieces/m3","0.005-1","Medium"
"2010","08","06",33.1,-149.63,0.00216,"pieces/m3","0.0005-0.005","Low"
"2005","05","17",32.37,-146.51,0,"pieces/m3","0-0.0005","Very Low"
"2009","02","20",21.42,-142.07,0,"pieces/m3","0-0.0005","Very Low"
"2011","07","08",20.15,-147.77,0,"pieces/m3","0-0.0005","Very Low"
"2005","02","14",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","21",25.69,-141.14,0,"pieces/m3","0-0.0005","Very Low"
"2007","07","23",31.06,-143.46,0.00216,"pieces/m3","0.0005-0.005","Low"
"2008","10","29",19.43,-145.47,0.00432,"pieces/m3","0.0005-0.005","Low"
"2012","10","26",19.8,-143.03,0.209968,"pieces/m3","0.005-1","Medium"
"2010","12","19",32.35,-155.1,0,"pieces/m3","0-0.0005","Very Low"
"2009","11","06",21.15,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","05",24.37,-147.78,0.892728,"pieces/m3","0.005-1","Medium"
"2006","12","22",28.04,-140.48,0,"pieces/m3","0-0.0005","Very Low"
"2008","07","08",29.98,-140,0,"pieces/m3","0-0.0005","Very Low"
"2005","11","06",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2002","04","16",16.39,-169.05,0,"pieces/m3","0-0.0005","Very Low"
"1973","02","10",30.633,-154.95,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","19",24.73,-139.58,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","22",25.28,-147,0.274544,"pieces/m3","0.005-1","Medium"
"2011","08","18",33.02,-152.9,0,"pieces/m3","0-0.0005","Very Low"
"2008","12","13",32.84,-147.81,0,"pieces/m3","0-0.0005","Very Low"
"2004","01","02",31.54,-143.82,0,"pieces/m3","0-0.0005","Very Low"
"2007","11","10",18.9533,-155.7185,0.018042,"pieces/m3","0.005-1","Medium"
"2007","03","06",19.73,-146.63,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","26",19.24,-143.41,0,"pieces/m3","0-0.0005","Very Low"
"2005","06","01",27.33,-142.18,0.003324,"pieces/m3","0.0005-0.005","Low"
"2008","12","08",33.1,-156.49,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","22",20.6,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2004","02","18",23.35,-144.31,0,"pieces/m3","0-0.0005","Very Low"
"2006","02","13",16.36,-159.94,0.016196,"pieces/m3","0.005-1","Medium"
"2009","03","02",19.96,-146.64,0.00216,"pieces/m3","0.0005-0.005","Low"
"2011","06","07",21.15,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2005","01","17",28.41,-140.21,0,"pieces/m3","0-0.0005","Very Low"
"2008","03","05",32.76,-150.21,0,"pieces/m3","0-0.0005","Very Low"
"2005","08","23",16.36,-159.94,0.016196,"pieces/m3","0.005-1","Medium"
"2004","11","19",18.46,-157.58,0.0108,"pieces/m3","0.005-1","Medium"
"2009","06","28",19.96,-146.64,0.00216,"pieces/m3","0.0005-0.005","Low"
"2008","02","11",34.679,-142.0756,3.860091,"pieces/m3","1-10","High"
"2009","09","11",28.0083,-160.3058,3.771039,"pieces/m3","1-10","High"
"2008","05","28",20.57,-154.86,0.0108,"pieces/m3","0.005-1","Medium"
"2007","07","16",32.76,-150.21,0,"pieces/m3","0-0.0005","Very Low"
"2005","03","08",18.46,-157.58,0.0108,"pieces/m3","0.005-1","Medium"
"2007","11","27",20.57,-154.86,0.0108,"pieces/m3","0.005-1","Medium"
"2012","06","27",24.03,-138.44,0.086572,"pieces/m3","0.005-1","Medium"
"2010","10","22",21.15,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2004","01","21",28.41,-140.21,0.00216,"pieces/m3","0.0005-0.005","Low"
"2006","05","12",31.06,-143.46,0.00216,"pieces/m3","0.0005-0.005","Low"
"1973","02","14",29.967,-144.933,0.002,"pieces/m3","0.0005-0.005","Low"
"2009","04","17",32.35,-155.1,0,"pieces/m3","0-0.0005","Very Low"
"2003","07","05",22.5,-157.43,0.00216,"pieces/m3","0.0005-0.005","Low"
"2007","03","11",20.57,-154.86,0.0108,"pieces/m3","0.005-1","Medium"
"2005","11","11",31.06,-143.46,0.00216,"pieces/m3","0.0005-0.005","Low"
"2008","07","03",32.76,-150.21,0,"pieces/m3","0-0.0005","Very Low"
"2009","08","20",32.35,-155.1,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","12",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2011","03","09",21.15,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2004","08","28",28.41,-140.21,0,"pieces/m3","0-0.0005","Very Low"
"2011","07","05",19.24,-143.41,0,"pieces/m3","0-0.0005","Very Low"
"2008","01","28",32.2366,-165.914,0.52549,"pieces/m3","0.005-1","Medium"
"2012","10","27",19.73,-146.63,0.4812,"pieces/m3","0.005-1","Medium"
"2012","06","26",30.2817,-176.8333,0.398483,"pieces/m3","0.005-1","Medium"
"2012","10","11",33.35,-150.87,0.874144,"pieces/m3","0.005-1","Medium"
"2010","12","21",33.1,-149.63,0.00216,"pieces/m3","0.0005-0.005","Low"
"2008","07","04",32.84,-147.81,0,"pieces/m3","0-0.0005","Very Low"
"2009","11","02",24.73,-139.58,0,"pieces/m3","0-0.0005","Very Low"
"2007","10","21",23.52,-141.63,0,"pieces/m3","0-0.0005","Very Low"
"2005","02","26",22.11,-141.71,0,"pieces/m3","0-0.0005","Very Low"
"2011","03","27",20.15,-147.77,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","11",25.69,-141.14,0,"pieces/m3","0-0.0005","Very Low"
"2009","07","06",15.25,-157.55,0,"pieces/m3","0-0.0005","Very Low"
"2007","12","02",17.55,-158.31,0.011996,"pieces/m3","0.005-1","Medium"
"2004","05","28",33.02,-152.9,0,"pieces/m3","0-0.0005","Very Low"
"2011","08","08",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2009","04","15",33.1,-156.49,0,"pieces/m3","0-0.0005","Very Low"
"2006","04","27",33.06,-148.13,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","22",24.21,-149.32,0.08806,"pieces/m3","0.005-1","Medium"
"2012","03","06",20.27,-156.47,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","20",25.94,-146.58,0.326132,"pieces/m3","0.005-1","Medium"
"2006","05","27",24.21,-149.32,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","21",20.14,-148.94,0,"pieces/m3","0-0.0005","Very Low"
"2011","05","26",23.35,-144.31,0,"pieces/m3","0-0.0005","Very Low"
"2009","05","17",27.84,-140.77,0.0024,"pieces/m3","0.0005-0.005","Low"
"2003","10","25",29.37,-139.91,0,"pieces/m3","0-0.0005","Very Low"
"2004","04","10",19.62,-146.5,0,"pieces/m3","0-0.0005","Very Low"
"2006","07","24",19.51,-144.23,0,"pieces/m3","0-0.0005","Very Low"
"2004","04","14",20.6,-154.81,0.01152,"pieces/m3","0.005-1","Medium"
"2005","02","10",24.59,-143.47,0.041396,"pieces/m3","0.005-1","Medium"
"2007","08","07",26.6,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2007","07","25",28.72,-140.03,0,"pieces/m3","0-0.0005","Very Low"
"2009","10","19",29.98,-140,0,"pieces/m3","0-0.0005","Very Low"
"2008","06","01",17.55,-158.31,0.011996,"pieces/m3","0.005-1","Medium"
"2008","03","30",28.72,-140.03,0,"pieces/m3","0-0.0005","Very Low"
"2004","12","19",33.02,-152.9,0,"pieces/m3","0-0.0005","Very Low"
